airline,name,retweet_count,text,user_timezone
US Airways,ebrooks11,0,@USAirways i've been on hold for an hour trying to change my flight!!! COME ON,nan
United,KarlSoule,0,@united done as requested.,Singapore
Virgin America,perMicah,0,@virginamerica the manage itinerary section of your website seems to be broken for me https://t.co/2pUJvCElNg,Quito
Southwest,215strongbul,0,@SouthwestAir DAL is due for sleet Sun. eve-didn't see it listed for cities that can re-book?  Fly to DCA at 8:10,Quito
American,kdtate,0,"@AmericanAir actually, online indicates the only seating available is at a premium cost..why not allow seat selection at time of purchase",nan
United,leigh_emery,1,@united I'm Cancelled Flighting my #mileageplus card and I will NEVER do business with you again. You clearly don't care about your customers.,Eastern Time (US & Canada)
US Airways,johntrack,0,@USAirways thanks to the whole team for an on-time flight despite inclement weather http://t.co/eQePkkPSXM,Eastern Time (US & Canada)
US Airways,ChanChoJMU07,0,"@USAirways truly been the worst experience this weekend. Delayed, rerouted 3x, now not boarding A 715 flight and says flight is ""on time""",Eastern Time (US & Canada)
United,mlipschits,0,@united i got email that my reservations got Cancelled Flightled and i will be refunded.  Nothing got refunded as of yet,nan
American,derrekhull,0,"Thank you, @AmericanAir! Much appreciated.",nan
American,softwaredoug,0,@AmericanAir this receipt doesn't show the evoucher value nor does it mention having used an evoucher,Hawaii
American,KyleFerrel,0,"@AmericanAir offered me a cot to sleep on?After they Cancelled Flightled my flight. A fucking cot. What about a hotel, like you're supposed to provide",America/Los_Angeles
United,rsparno,0,@united your overall experience of flying is not friendly,Quito
United,zackintheusa,0,"@united what do you think missing meetings is worth?  A flight voucher?  I fly all the time, so what would make it right?",Central Time (US & Canada)
Southwest,ProfessorpaUL15,0,@SouthwestAir- is new #MKT strategy to be average like all the rest? #whathappend? RR Points Devalued- AGAIN -http://t.co/mDbDYomrs7,Atlantic Time (Canada)
American,GMFujarski,0,@AmericanAir work would be much better with my lesson plans and music for my classes today.,nan
Delta,kbosspotter,0,@JetBlue thanks to the gent on the phone who fixed my BOS-MCO flight and the fee waiver! A320 now :) #flyfi ! I forget her name :(,Atlantic Time (Canada)
United,aliasboogie,0,@united that's exactly the point. It fits. I'm premier access. Boarding group 2. This was a return ticket. I've been doing this for 15 yrs,Eastern Time (US & Canada)
Southwest,SBBurkeJewelry,0,@SouthwestAir LOST Kay Chapman Designs art-luggage for important show. Won't help locate it. Terrible customer service.,Quito
American,Mrodri0173,0,@AmericanAir what I am put off by is the fact that no gate supervisor has tried to come by and communicate with us.,nan
Delta,jackburke,0,@JetBlue nope. This 8:45am flight is now not leaving until almost 5pm. 5! I can't believe I paid money for this.,Eastern Time (US & Canada)
United,RodahlLL,0,@united On hold 2X 60 min ea. Trying to bk a tix to Asia. Your website &amp; customer service dont want my business. Korea Air it is.,Central Time (US & Canada)
United,YaDurak,0,"@united Out of curiosity, when a flight is arranged, are pilots notified? There are a lot of ""pilots haven't arrived yet"" announcements.",nan
Delta,eatgregeat,0,@JetBlue it will be glowing. Your crew and your aircraft sparkled. You guys know about @nokidhungry right? Might be a good partnership:),Eastern Time (US & Canada)
United,JerikaPhelps,0,"@united it seems like no one from United can help me. Lots of fingers pointed, zero people stepping up. At least the gate has Oreos",nan
Delta,Mz_Undrst00d,0,“@JetBlue: Our fleet's on fleek. http://t.co/CXTTxV2lMP” 😒,Eastern Time (US & Canada)
Southwest,AuGres_MI,0,"@SouthwestAir Traveling with a 13 year old Thursday. He does not need an ID, correct?",nan
Delta,Ch1en1,0,@JetBlue Denver-Boston 2/10 flight 994  and Boston-Denver 2/15 flight 493 (both planes!) visible snack crumbs on seats on all upon boarding,Greenland
Delta,skydivingblond,0,@JetBlue thanks! Yes! order me a rum and coke and get me a hotel voucher because the floor and chairs aren't so cushy here...!,nan
Southwest,luvthispayne,0,"@SouthwestAir In my letters to follow, I will be sure to include my Rewards Number, twitter handle, and email address.",Atlantic Time (Canada)
US Airways,Andyba25,0,@USAirways no you call me.,nan
American,RockUrHumanity,0,@AmericanAir Thank you for responding so quickly to my tweets I do appreciate that.,Eastern Time (US & Canada)
United,HeatherGabel,0,I feel completely cheated @united. I read your commitment to customer service via website and def did not get service suggested there.,Arizona
United,artistanxiety,0,@united I need assistance. Due to your incompetence I need to reschedule a connection. I will NEVER fly @United again.,Arizona
United,viahailey,0,@united your flights are really cheap what's the catch,nan
US Airways,daroberts1,0,"@USAirways #not happy, wife 40th Bday trip. would like to be fully compensated for both flights",Eastern Time (US & Canada)
US Airways,dscottt10,0,@USAirways sits on a throne of lies,Atlantic Time (Canada)
United,slandail,0,"@united Gate agent hooked me up with alternate flights. If you have a way to PREVENT the constant issues, that would rock.",Eastern Time (US & Canada)
US Airways,ashleyapaine,0,@USAirways  you Cancelled Flightled both my flights and refused to give a voucher despite no flights for 2days. @USAirways #neveragain,nan
US Airways,amyleis_janney,0,@USAirways 3 hrs on hold. Husband has decided we should sleep in shifts so we don't miss the phone rep. to reschedule,Mid-Atlantic
Delta,edgarsantana,0,@JetBlue so why do you put this at the bottom of ur baggage report? For fun? #JetBlue @airlinequality #skytrax http://t.co/tU9JX2jaZN,Eastern Time (US & Canada)
United,AmericanNarad,0,@united does this process ever end? Still waiting for the reply since 2 months #pathetic #customerservice,Atlantic Time (Canada)
Delta,heyheyman,0,@JetBlue Headphone jack not working on my flight.,Eastern Time (US & Canada)
United,SAlhir,0,.@united Not what's been shared by the pilot with passengers!,Central Time (US & Canada)
Southwest,RawTravelTV,0,@SouthwestAir so u guys Cancelled Flight #bna flights &amp; don't bother 2 alert passengers? What gives?,Eastern Time (US & Canada)
American,Cameratown,0,@AmericanAir the fact that that rule makes it poor customer service. I can Cancelled Flight/change on @SouthwestAir with no penalty or hoops.,Eastern Time (US & Canada)
United,CaptainDave13,1,@united She 👏 won't 👏 be 👏 at 👏 my 👏 wedding 👏. This is an irreplaceable milestone. There's no reFlight Booking Problems. How can we be repaid for this?,nan
American,ChaimOsina,0,"@AmericanAir its not that, it's the rude agent who wouldn't listen to anything I would say and it clearly fit into the sizer",Central Time (US & Canada)
United,Evan_Flay,0,"@united By the way, a simple apology goes a long way, even if it's a hollow one. It's obvious that you don't care about me or my well-being,",Pacific Time (US & Canada)
United,PatrickGrubbe,1,"@united CMH gate staff a disaster..#3345 overbooked, no volunteers, no boarding, 20 min Late Flight trying to figure out issue #bringbackrealstaff",Eastern Time (US & Canada)
Delta,JunkyardFiegs,0,@JetBlue Third straight time that my flight has been delayed flying with you guys. This will be my last trip with you.,Central Time (US & Canada)
US Airways,JoanEisenstodt,0,"@USAirways A tweeted apology is not enough for delay fiasco. NONE for insult from gate agent is worse. Except for Mark N., all bad at CLT.",Eastern Time (US & Canada)
Southwest,scatignani,0,@SouthwestAir I never got a Cancelled Flightlation text from this morning either #bushleague or a number to call #weakservice,Eastern Time (US & Canada)
Delta,emptynester25,0,@JetBlue flight 16 now sent back to the gate even though the app says its leaving. Anyone have a clue? It's 36 and sunny at JFK,nan
United,mbarnas,0,@united airlines is the absolute worst. They have no idea what they are doing. #neveragain #UnitedAirlines,Eastern Time (US & Canada)
Delta,xcuteafi,0,@JetBlue Can you do me a huge favor?!🙏❤️,Eastern Time (US & Canada)
Southwest,jaretgordon,0,@SouthwestAir hire more customer service agents. And hour and a half is too long to hold,Central Time (US & Canada)
Delta,DoubleBox,0,@JetBlue Thanks so much for talking to me! The article about #Twitter chats came out great! http://t.co/rKorHvR9z1 #contentmarketing,Central Time (US & Canada)
American,bsauce2011,0,@AmericanAir my flight number is 3M 50,Eastern Time (US & Canada)
Southwest,crook_justin,0,@SouthwestAir they were moved to the 210pm flight #4649. Main concern now is luggage arriving with them. They were told that SW was having,nan
US Airways,patrickcota5,0,@USAirways who's in charge of your company? My wife missed her connection to CA you sent her luggage on another flight,nan
Southwest,amyflenard,0,"@SouthwestAir oh, ok!  all good!  looking forward to escaping the cold for a bit!  thanks!",Central Time (US & Canada)
US Airways,mrsrmc,0,"@USAirways any chance u can help our family rebook their flight that was Cancelled Flightled, #4487?",nan
Delta,bekahthornhill,0,@JetBlue why don't you fly to #nashville? :(,Central Time (US & Canada)
United,CoachMcRoberts,0,@united Back at the Denver airport and ready for round two today. Ready to get home!,nan
American,andresfreyesp,0,"@AmericanAir I have been trying to speak with an agent the whole day about my Cancelled Flightled flight, what I can do?",Canberra
American,paylukkar,0,@AmericanAir My flight through Dallas was Cancelled Flightled and I talked to reservations agent and got a new flight but have not received an email,Beijing
American,Ben_Epperson,0,@AmericanAir Glad to hear that there were no serious injuries in the minor crash @dfwairport this evening.,Central Time (US & Canada)
US Airways,eozonian,0,@USAirways thanks for Cancelled Flighting flight 5097 today. Now missing required training. Not a happy customer.,nan
United,jackiehoglund,0,@united have since dropped to 2 layovers but still not acceptable.,Quito
American,jkhoey,0,@AmericanAir ok. Pilots are looking for agents  - they jumped out / FLT 5350 #DFW / this is crazy,Eastern Time (US & Canada)
American,LIGal19,0,@AmericanAir so what are you going to do for me since I can't take the option you gave me. What type of refund will you do for me?,Quito
Delta,mariambueno,0,@JetBlue im still waiting??? No answer!!,Quito
US Airways,GatorGirl36,0,"@USAirways cannot book to redeem companion fair without speaking to agent. $99 vs $1200, this is a family emergency #unacceptable",Eastern Time (US & Canada)
American,CathiKingWarren,0,@AmericanAir it's not just frustrating--it was PAID for! how do we get a refund?,nan
United,vina_love,0,@united hello. I'm overseas &amp; my bag is lost. I can't call customer service but can you help me?,Quito
United,Tony_Ciccolella,0,"@united if you're listening, why are you the lowest provider of inflight wifi? Get with the times!",Pacific Time (US & Canada)
US Airways,exilauren,0,"@USAirways sure, just DM'ed you.",Central Time (US & Canada)
Southwest,iBrianWeaver,0,@SouthwestAir I've been on hold for an hour &amp; a half trying to change my flight to BNA. Not very happy with customer service right now!!!!!!,Central Time (US & Canada)
Delta,jaynebwise,0,@JetBlue got it. thanks the quick reply.,Eastern Time (US & Canada)
American,ashritt,0,@AmericanAir work on the comm skills w hate agents at PHX. Said I was confirmed on flight out of DFW &amp; got here and that was only standby.,Eastern Time (US & Canada)
Virgin America,HollywoodHotMom,0,@VirginAmerica always!!! Xoxo,Pacific Time (US & Canada)
United,marynevis,0,@united They finally gave in a let him on. After they threatened to send him back to Vegas on coach. Thnx.,Pacific Time (US & Canada)
Delta,SL_024,0,@JetBlue yeah I'm aware of that. Hence my original msg to you.,Eastern Time (US & Canada)
Southwest,relaxnsmile,0,"@SouthwestAir - wow! 100 minutes on hold, so far. Now phone is dying...",Central Time (US & Canada)
Southwest,JuliaMooch1,0,@SouthwestAir can you show me some luv?Its 9 degrees and all this snow but Imdetermined to go to #DestinationDragons http://t.co/oXm6cWGaB7,Eastern Time (US & Canada)
Southwest,joepalko,0,@SouthwestAir damn weather messing up everything #serenitynow,Eastern Time (US & Canada)
Delta,schmanki,0,@JetBlue flight was two days ago. Flight 1918 from POS.,nan
American,m_jl_c,0,@AmericanAir Lost and Found is like talking to a hormonal teenager who refuses to talk to you. #useless #wastedeffort #FAIL,Eastern Time (US & Canada)
Southwest,mmuller1,0,@SouthwestAir sign me up!,nan
Delta,princesslynessa,0,“@JetBlue: Our fleet's on fleek. http://t.co/cRFrwpc1Sx”😂😂😂,nan
United,DCconnick,0,@united UA6002 MLI-&gt;DEN. Will miss connection UA3530 DEN-&gt;YEG due to delay.,nan
United,D4Duskes,0,"@united on final. Pls don't let my connection leave!!!
Conf# NPBHD0 http://t.co/eWXwXiDTfX",Eastern Time (US & Canada)
Virgin America,SimplyImplicit,0,@VirginAmerica do you have an application for iOS? Was looking and only saw Virgin Mexico :( &lt;/3,Central Time (US & Canada)
United,MR_G_LISTER,0,"@united Once again I am victim to the scam that is your SHIT Customer Service, this time the agent hung up on me WTF do you teach your staff",Eastern Time (US & Canada)
Virgin America,steve97070,0,@VirginAmerica please add more frequency to PDX Portland,nan
American,jbs94123,0,@AmericanAir I left something on my flight from ORD to SFO earlier today and believe it's on the plane back at ORD now. Please help.,Pacific Time (US & Canada)
US Airways,CaraModisett,0,@USAirways she also appreciated having her very own hashtag! :) #lucycat,Central Time (US & Canada)
US Airways,RuelBass,0,@USAirways lost our luggage. #yay,Eastern Time (US & Canada)
US Airways,_G_Stevens,0,@USAirways I've been on hold for 75 minutes waiting to talk to someone about my flight tomorrow. Is there another number to call?,Eastern Time (US & Canada)
US Airways,teammccabe,0,@USAirways stuck on the runway for 2 hrs 10 min due to weather in PHL. Nowhere can I find accurate info on #558 to BOS,Eastern Time (US & Canada)
US Airways,rossj987,0,@USAirways and despite the fact I see you answering all these people on twitter with mundane qs you refuse to answer me!,Eastern Time (US & Canada)
United,frqnttraveler,0,@united just because you are a monopoly in @flySFO doesn't mean you treat your frequent fliers like crap.,nan
Southwest,bikermom46,0,@SouthwestAir trying to get to Mexico in September! How about affordable nonstop flights????,nan
US Airways,Gregg_Silver,0,@USAirways just noticed that I don't believe I saw a confirmation for a flight I bought a few weeks ago. Def paid though. #help #resend?,Quito
US Airways,kayjoooo,0,@USAirways that seems unlikely without a crew here to board us,Eastern Time (US & Canada)
Delta,alsonmusical,0,@JetBlue should i continue?,Central Time (US & Canada)
American,unadesmemoriada,0,@AmericanAir congrats on your call center customer service! A guy named Fidencio answered and he went above &amp; beyond to help me! 👌👌👌,Mexico City
Virgin America,Pace6445,0,@VirginAmerica your website sucks donkey dicks. Just thought you should know. All best.,nan
United,CheerTymeDad,1,@united Shame that there's no flex to tickets transfer rules.  Even calling from Neurosurgery ICU isn't enough!,nan
Southwest,SunshineAlways1,0,@SouthwestAir   Yes. Dale at Baggage office was wonderful. But not everyone is on the same page down there... We had a 6 hour wait!,Central Time (US & Canada)
United,Ted_Bray,0,"@united caught earlier flight to ORD. Gate checked bag, and you've lost it at O'Hare. original flight lands in 20minutes. #frustrating!",Mountain Time (US & Canada)
United,judell,0,"@united 8602947, jon at http://t.co/58tuTgli0D, thanks.",Eastern Time (US & Canada)
Delta,deniseimperial,0,@JetBlue we were supposed to be Vieques by 3pm,Pacific Time (US & Canada)
Southwest,jaimegenova,0,@SouthwestAir Service rep didn't say I was dumb just had the tone of voice like I should have known about it.,Central Time (US & Canada)
United,havecl,1,@united A change fee of $200. Same exact flight from ATL-HOU is $165. Why a charge of $574? The math doesn't add up.,nan
American,sweetmel,0,@AmericanAir The bad weather wasn't a surprise! You should have double/triple staff on hand to handle calls. Way to treat your customers.,Central Time (US & Canada)
American,kslaven,0,@AmericanAir wish you had a better mobile app.  You should look at the app from @united as it is much more seemless to check in,Central Time (US & Canada)
US Airways,WTFloris,0,"@USAirways Umm, can you define 'extra time'?",Amsterdam
US Airways,LPNtoMD,0,"@USAirways it MIGHT have went through. No confirmation. ""Please wait"" then same form.",nan
United,kennykhlee,0,@united my friend lost luggage on flight 1547. What to do?,Pacific Time (US & Canada)
United,GregKuroda,0,"@united, no, your service here pretty much ruined my day, but thanks for the weak attempt",Eastern Time (US & Canada)
United,Soniascrocchi15,1,@united i will never fly with you again. i went on vacation this week and you lost my bags both ways. now i have no clothes. thankyou,nan
Delta,luisauraalvarez,0,@JetBlue @EllaHenderson the highlight of being delayed #freeconcert,Eastern Time (US & Canada)
Southwest,briandotcom,0,@SouthwestAir I changed my flight through St. Louis. Thanks for the reply though!,Central Time (US & Canada)
Southwest,stephwalker78,0,@SouthwestAir RDU flights expected to be ok this afternoon and tonight?,nan
American,fmisle,0,@americanair Not surprised that you were the Fastest Responding US Brand on Twitter for Q2 + Q3 2014. Also 10th fastest in the world in Q3,Eastern Time (US & Canada)
American,iambmac,0,@AmericanAir DMing you now! Big thanks.,Eastern Time (US & Canada)
Delta,ChrisDonahoe,0,"@JetBlue btw, Robin Hayes is speaking at next month's @USChamber aviation summit. He ought to give a shout out to his Twitter team. You rock",Quito
US Airways,franchise02,0,@USAirways 2 hours and 7 minutes. Just want to know I'm still in the queue...,Eastern Time (US & Canada)
Delta,alanbestnyc,0,@JetBlue Does @AirCanada not take fraud as seriously?,Quito
US Airways,bradleycfox,0,@USAirways will my known traveler no. transfer over from @AmericanAir ? when I check in at t-24 as an AA elite I can get choice seats?,Pacific Time (US & Canada)
American,SchrierCar,0,"@AmericanAir no hold times, just disconnections.   There is no excuse for that",nan
Southwest,hoshizorin_,0,@SouthwestAir Is there any chance I can get tickets for the Vegas stop? I missed my chance to enter the contest but I love ID to death !,nan
American,HaleyHadlock,0,@AmericanAir just hoping/praying for a safe flight. They've had to stop and de-ice our plane yet again😞,nan
US Airways,Jantira,0,@USAirways Three hour delay from Miami to London.  None of the other flights today are delayed. Put me on another flight!,Brussels
United,unvoiced,0,@united forces us to check our baby bag on overbooked flight complains to wife that we need to much for our baby.. united has no baby meals,Taipei
United,140JustinC,0,@united ok thanks! Where are you counters located? And how Late Flight are they open?,Atlantic Time (Canada)
Delta,karaackerman,0,@JetBlue can you let me know status of flight #454 PBI-JFK delayed 2.5hours now on board problem with hatch..,Quito
US Airways,Keri_Everhart,0,@usairways Seriously. This is ridiculous. I shouldn't have to wait a hour for my luggage after I land. #wtf,Eastern Time (US & Canada)
Southwest,thirty_lives,0,@SouthwestAir My birthday is during #DestinationDragons could I get tix?? http://t.co/07XhCacjax,Eastern Time (US & Canada)
American,shaun_souza,0,@AmericanAir I've just received the ticket. Thank you for your help,nan
US Airways,observepeople,0,"@USAirways I made the change online, but couldn't check-in online, so had to call (3 hrs on hold btw). Shouldn't have been charged $25",Eastern Time (US & Canada)
US Airways,MsAmanRm103,0,Yes but I will nvr fly w/ @USAirways I missed my con flight bc of a coffeemaker on FT1892 Couldn't see my father be4 they put him in a coma,nan
Southwest,taylor_nacci,0,@SouthwestAir you just Cancelled Flightled my flight home so you better get me a private jet or something. I need to get home now,Eastern Time (US & Canada)
Southwest,JulieMedia,1,@SouthwestAir listening center is open seating just like on their planes. #RaganDisney,Eastern Time (US & Canada)
Delta,venkatesh_cr,0,@JetBlue I've been in pricing for 8 years to know that 70 bucks a seat is criminal. 20-30 I understand. #pricing #flying #jetblue #pricewise,Central Time (US & Canada)
Delta,JDesca01,0,@JetBlue Flight Booking Problems flights for a DC visit for Easter weekend started difficult but ended well with you guys! Big fan here. :),Eastern Time (US & Canada)
Southwest,gingypants,0,@SouthwestAir - Apology accepted! #customerserviceWIN #itravelalot http://t.co/z5znfwkKWP,Alaska
United,jamieduchess,0,"@united yes, I want to complain. Your coworker was neither. Is there a customer service point airside?",Amsterdam
American,bshelton68,0,"@AmericanAir When I left Orlando, I was 2nd in line for standby. I land and I'm 4th. 'Priority members get first available seats'. Awesome.",Arizona
Southwest,GolfTravelerBOS,0,@SouthwestAir could you please tell me if there is a way to add a RR# to a flight that already took place?,Atlantic Time (Canada)
United,Whosgunz,0,@united nice. I wonder how you pick who to respond to? Maybe only happy customers are easier. I wonder how many of those you have left.,nan
Delta,smsuconn,0,@JetBlue thank you!,Eastern Time (US & Canada)
United,paulweldele,0,@united WHy is my KTN not showing on my boarding?  Why is TSA pre-check not applying to my boarding pass?,Central Time (US & Canada)
United,taylorjfisher,0,@united I am so happy I found my phone because this is easily the worst system I have ever heard of,Alaska
US Airways,indystevens,0,@USAirways hundreds of people in line and less than half the desks being manned at CLT. Help?,Quito
Virgin America,JCervantezzz,0,@VirginAmerica Giants and Virgin America. A match made in heaven.,Pacific Time (US & Canada)
Southwest,justinmcintosh,1,@SouthwestAir Almost 2 hours on hold now. I just need to Cancelled Flight a flight and get a refund. Other airlines are operating!,Central Time (US & Canada)
US Airways,ElizabethFrayer,0,@USAirways how is it that my flt to EWR was Cancelled Flightled yet flts to NYC from USAirways are still flying?,nan
Delta,ohsoordinary,0,@JetBlue Definitely! Lots of announcements and the app is great.,Eastern Time (US & Canada)
Southwest,brentreichert,0,@SouthwestAir On flight 771 tomorrow (Wed 2/18) DEN-BNA. Will we be delayed or Cancelled Flightled?,Pacific Time (US & Canada)
US Airways,ElmiraBudMan,0,@USAirways @PHLAirport how can a plane scheduled to come in on time and actually happen. Then you bozos don't have any room us. #incompetent,nan
Southwest,jeparker232,0,@SouthwestAir I don't have a conference number.  I spoke with Courtney in Texas and David before that. they finally fixed mine after an hour,nan
American,HaileyUrban,0,@AmericanAir all flights Cancelled Flighted tomorrow and that means I'm stranded at the airport for the night... wow.,Alaska
US Airways,alan_bledsoe,0,"“@USAirways: @alan_bledsoe Thanks for your feedback, Alan.” Thx, but  no help as I watch a flt Lve w/open seats and I wait 3hrs for nxt flt",nan
US Airways,tee_phimu,0,@USAirways would like to see you do similar in PHL! http://t.co/n9vGe2nPIB,Eastern Time (US & Canada)
United,szymanski_t,0,@united 20 minutes plus to get through to a two after the first one transferred me to a spanish hotline is unacceptable!,Eastern Time (US & Canada)
Delta,dougorey,0,@JetBlue Flight 69 (ha!) - one employee said they were reassigned another said they just left. I just want some warm weather!,Eastern Time (US & Canada)
American,amandajames0610,0,@AmericanAir - trying to track down backs for two of my attendees #help,Eastern Time (US & Canada)
Delta,KnockoutOC,0,@JetBlue last sleep in Cali... back to JFK tomorrow night.  Looking forward to an another amazing flight with you all :),Atlantic Time (Canada)
American,UllCon,0,"@AmericanAir I paid using Paypal online and after I was charged there was a ""System Error"" which is what I ended up calling about.",Quito
Delta,CaseyParksIt,0,"@JetBlue if my flight says delayed with estimated departure listed, can I arrive at airport Late Flightr?",nan
US Airways,tiffsaulnier,0,@USAirways @AmericanAir just be prepared for a claim if that bag is lost ... Too many valuables to carry in my hands. #us2146 to #aa2924,nan
Delta,stephyilmaz,0,@JetBlue why are we delayed :( flight 1601,Pacific Time (US & Canada)
Delta,islandershf,0,@JetBlue what is the reason for the delay,Eastern Time (US & Canada)
Southwest,livvyports16,1,"@SouthwestAir I saw ppl were winning tickets still, how do we win some?",nan
American,mbranch909,0,@AmericanAir finally made it to chicago - 13 hours Late Flight.  Did get a $12 food voucher for my wait.about $1per/hr. Never again. Good bye.,nan
Southwest,Mercer312,0,@SouthwestAir one of my bags didn't make it to my destination. I have the claim ticket. Any way to help out with a status on the location?,Eastern Time (US & Canada)
Southwest,hivethrive,0,@SouthwestAir Salted or honey roasted? I vote to bring back the salted peanuts. I dread a year of the honey roasted!😖 http://t.co/RHw78ktQFO,nan
Southwest,bjawalka,0,@SouthwestAir http://t.co/tTXRSyNLxr doesn't work on my flight. Just fyi.,Central Time (US & Canada)
American,Dumas2TTG,0,@AmericanAir @USAirways #Boo! Wack ass terminal 6 @flyLAXairport. No food. No lounge. No Bueno!! Never again!!!,Arizona
United,reccewife,0,".@united all other ANA ticket holders get to use the lounge, too. But not us. Because United booked us. #grumpykim",Mountain Time (US & Canada)
American,shelia_talia,0,@AmericanAir Cancelled Flightled two flights from Miami to Nashville yesterday and could not get me on a flight for 3-4 days. #Southwestairwasthere,nan
American,monumentsinking,0,.@AmericanAir Flight 654 Delayed / Flight 409 You sold my seat / flight 0671 strand me in PHX for three hours. Thanks for the memories 😡😤😖😲😩,Pacific Time (US & Canada)
American,Mcoltro,1,@AmericanAir 901 #Miami to #Rio to participate at @RCM_Oficial representing @CisnerosMedia #yourstoryhere,Eastern Time (US & Canada)
Delta,TimSaviola,0,"@JetBlue FYI - your android app is set to not be applicable with the Nexus 6 - please fix (its a phone, not a tablet). Cheers!",nan
Delta,JetBlueNews,0,@JetBlue's CEO battles to appease passengers and Wall Street - @TheVDT http://t.co/h6cE3mWCqj,Sydney
United,MeganStorey415,0,"@united. Please get me an economy plus seat. Awful day of 2 Cancelled Flighted flights, after lots of planning.",nan
United,jammyrascals,0,@united ok it's now been 7 months waiting to hear from airline. I gave them quite a bit more than the 30 days requested! Terrible service,London
US Airways,MusJew2daRescue,0,@USAirways why would you board ppl on a plane b4 its their turn to de-ice? Why would you have ppl then wait through the hour long process?,nan
American,takingthekids,0,@AmericanAir what response? Is our flight out of Montrose Cancelled Flightled or not?,Quito
United,ericjramsey,1,"@united...lies lies lies....still sitting at the gate, have not moved an inch http://t.co/LulGnwEfFH",Pacific Time (US & Canada)
Delta,orchid8,0,“@JetBlue: We’re looking for our next #FlyingItForward flier from DC Tell us where you'd fly &amp; why http://t.co/MCSI0dzpnz” @geekandahalf,Central Time (US & Canada)
US Airways,Twinscream1,0,@USAirways how does that help me when I get no response from there??? #usairwayssucks,nan
US Airways,helmsdanielle10,0,@USAirways you should get better employees✌️,nan
United,MoonSetGallery,0,@united Is there a direct number to call to request a refund?  Its telling me its not valid as I changed the ticket.  No number on site,Eastern Time (US & Canada)
Southwest,timiscorner,0,"@SouthwestAir @FortuneMagazine 
great news.",nan
Delta,RogerSaintange,0,@JetBlue @hanneslohmann cool,Pacific Time (US & Canada)
US Airways,pinkgolftees,0,"@USAirways And, the helpful employee who changed her boarding zone so that she would have space for her pump is now being disciplined #fail",Mountain Time (US & Canada)
US Airways,ron_mexicon,0,@USAirways on hold 2 hours 54 minutes. What's going on?,Central Time (US & Canada)
US Airways,MrRenevendez,0,@USAirways care to elaborate on why CHA to DCA is Cancelled Flightled this evening?,nan
Delta,gigirey1,0,@JetBlue thank you!! Miss you all so so much!! Is this the link to the blog? Or has that changed?,nan
US Airways,jkfreeman1,0,@USAirways well I thought they had hours ago but just found out that no I do not have a seat,Central Time (US & Canada)
United,Micaela4Mizzou,0,@united you guys need some serious training in customer service. Too many better options to put up with the way you guys handle ur mistakes,Hawaii
US Airways,PhilHagen,1,"@USAirways yes, i am as well.  **FIVE** HOURS ON HOLD, FOLKS. Can you PLEASE tell me if this is typical?! Trying to be understanding here.",Eastern Time (US & Canada)
American,mwecker,0,@AmericanAir Is there lack of communication/competition between the American and the Air by any chance?,Eastern Time (US & Canada)
Delta,lunchforone,0,@JetBlue are there any food places open at the JFK T5 24//?,Berlin
American,JasonShaw2,4,@AmericanAir Pay for my accommodations when you are the ones Cancelled Flightling it for no reason and I know your saying (lying) it cause of weather,Eastern Time (US & Canada)
American,pet1713,0,@AmericanAir that luggage you forgot...#mia.....he just won an oscar😄💝💝💝,Eastern Time (US & Canada)
US Airways,chrisacoote,0,@USAirways let's say it's directly correLate Flightd to the chance of a replacement case. I know which would cost the airline less!,nan
Southwest,LauraGina,0,.@SouthwestAir 3 days &amp; still not home. Not even off the ground. 3. Days. #PastMyPatienceExpirationDate,Eastern Time (US & Canada)
Delta,miss_smiley10,0,"😒 ""@JetBlue: Our fleet's on fleek. http://t.co/K66SRFnw77”",Eastern Time (US & Canada)
US Airways,PastorMRobinson,0,@USAirways stuck in Charlotte being treated like a nobody by staff.,Central Time (US & Canada)
United,NadeemdeVree,0,@united you get a 2nd chance today as I fly to A'dam. Let's see if you can redeem yourself after that last horrendous trip to the states.,Greenland
American,Rizzilient,0,"@AmericanAir @Rizzilient After days, I finally got the automated service to call me back but it hung on me! This is beyond ridicules.  help!",nan
Southwest,ursonate,0,"@SouthwestAir bos to msp, msp to aus, aus to bos. Site doesn't seem to display fields for the middle trip when I add the 3rd.",Eastern Time (US & Canada)
United,malexcormier,0,"@united I understand the intention, but it pales in comparison to a day of lost wages for both my wife and I because of the delay.",Central Time (US & Canada)
United,StarksRavings,0,"@united, if you mean beyond opaque ""maintenance issues"", yes, that would be  basic in customer service which your EWR staff can't manage.",Eastern Time (US & Canada)
Virgin America,LibyaBizInfo,0,@VirginAmerica Atlantic ploughs a lone furrow in the #MiddleEast http://t.co/DCoBoKN7EE @TheNationalUAE,nan
US Airways,ndngenuity,1,"All followers please note that @USAirways is not taking customer service calls, nor responding by helping via soc. media #dontflyusairways",Eastern Time (US & Canada)
Southwest,clarelanusse,0,@SouthwestAir your gate agent re-routed an impossible itinerary and we had to find a new airline to get us home. Super bummed about this,Pacific Time (US & Canada)
Southwest,djplays,0,@SouthwestAir been all up and down the area where the pic was taken and don't see any albums.,nan
American,jeremyleewhite,0,@AmericanAir DM me and I can explain the whole story. I should have been on an earlier flight not US1937,nan
