Date,Hit Sentence,Country,Reach,Twitter Authority,Twitter Screen Name,Twitter Followers,Twitter Following,State
22-Mar-2022 08:58PM,"RT @ShaneWoodhouse3: P&O, British Gas and now McVities. Who knew that workers would be treated like absolute shit after Brexit? Everyone. Yet that is what they voted for.",United States,99,4.0,Izzybiz,99.0,415.0,Minnesota
06-Feb-2022 12:03AM,"RT @MaureenDalby: @ei8dqb Hahaha...you're free to buy lottery tickets in any country I believe...and, isn't the EuroLottery the European Lottery? Always good to remember the EU is not Europe 😏",United Kingdom,1804,6.0,Tim,1804.0,1796.0,England
29-Mar-2022 06:04PM,Doris needs to follow it through by taking back our fishing grounds. And cutting ties from all European human rights laws,United Kingdom,3678,7.0,Eltel,3678.0,3780.0,England
17-Jan-2022 11:00PM,"RT @confidencenac: Wow Grieve is so spiteful on @SkyNews He has always hated Boris from the moment we left EU. Wheeled out regularly but craigmackinlay nailed it. Cut and paste emails as I predicted, socialistsRUs. He also knows Grieve has a big grievance from forever",United Kingdom,270,4.0,Chris,270.0,475.0,nan
20-Feb-2022 11:12AM,RT @Uptotherewithit: I see no reason for the NHS to have Diversity Managers. My GP is Nigerian. His Locum is Indian. My Gynaecologist is Chinese. My Dentist and Physio-therapist are Eastern European. There's no more diverse place too work in Britain than the NHS.,Unknown,365,5.0,F00tsie,365.0,622.0,nan
11-Mar-2022 07:19PM,"RT @Ferretgrove: For a long time people thought the Vote Leave govt was only biased against black and brown refugees but we forget a good chunk of brexit was bought with a bias against Eastern Europeans coming over here, taking our jobs/benefits. It’s no wonder they won’t welcome Ukrainians.",United States,5651,7.0,Jacqueline White,5651.0,6161.0,Maryland
11-Feb-2022 11:42AM,RT @chrisgreybrexit: The tangled web. New post on my Brexit & Beyond Blog on how this week's developments are framed by the pattern of recurring lies which are inherent to Brexit. Includes lots of Rees-Mogg and introduces the multi-Mobius serpo-viral Brexit gaslighting device! https://t.co/PylbLKQ4dd,Unknown,3759,7.0,Phil Watson Esq. #FBPE 🇨🇭🇪🇺,3759.0,5002.0,nan
23-Jan-2022 10:08AM,RT @OnCanter: @Freedland This is hate speech. 17.4 million people voted for Brexit. You accuse them of voting for a virus. That makes you a very sick individual. @Nigel_Farage @PatrickChristys @oflynnsocial,United Kingdom,6091,7.0,Dean 🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧 #MBGA #AllLivesMatter,6091.0,6698.0,England
03-Mar-2022 06:01PM,"@JetJaguar16 @Sadfrankie1 @romfordgeeza @BrownGu36959516 @transferdicky @PrinceNutNut1 @julianHjessop @TerraOrBust knows more about the NFFO than me. But for the fishing sector as a whole, the NFFO report on the Brexit Balance Sheet from September 21 shows that on balance the UK fishing industry is now better off than it was inside the EU.",Unknown,435,5.0,Carl 🇬🇧,435.0,1013.0,nan
14-Feb-2022 09:51AM,RT @CarlosTF50: I lived in the UK for a considerable amount of time and gave it the best years of my life in return. I married a brit and we've been together for 20 years. I've worked between the 2 countries paying my taxes. Now we're treated like stranger at the border. I hate Brexit.,United Kingdom,2705,6.0,"Democracy, Love, Peace, ClimateEmergncy, FBPPR",2705.0,4173.0,England
06-Mar-2022 07:06PM,RT @Bbmorg: We are learning to live with a virus - and currently he is touring Eastern Europe pretending to be Churchill.,Unknown,1532,6.0,Lady Sue #ukraine #FBPA #FBPE #FBPPR #JOHNSONOUT,1532.0,1612.0,nan
04-Mar-2022 06:11AM,"RT @Angry_Staffer: QT @DmytroKuleba: This is ridiculous. There’s a full on firefight going on at this nuclear power plant. You can see the explosions and the tracers in the video. ; Russian army is firing from all sides upon Zaporizhzhia NPP, the largest nuclear power plant in Europe. Fire has already broke out. If it blows up, it will be 10 times larger than Chornobyl! Russians must IMMEDIATELY cease the fire, allow firefighters, establish a security zone!",Canada,480,5.0,Zargreath Zeedrama🕷🥰💙🥰🖤🥰🇪🇺🤗,480.0,855.0,British Columbia
28-Mar-2022 09:28AM,RT @bolddigger52: The EU is weak. The UK is strong. Agree? #BackBoris,United Kingdom,166,4.0,Joy Dixon 🇬🇧🇺🇦,166.0,202.0,England
13-Jan-2022 12:44AM,"QT @mikeyplondon: Most positive thing you could do would be to get a proper job and start paying some tax into the country to support things instead of living off other people and hoping to rejoin the eu- too many people opting for lazy options like being a writer or media person ; @Andrew_Adonis It would be the biggest and most impactful thing the next leader could do. Rejoin the EU (in at least some form) and start investing in public health and the NHS, oh and maybe take climate change seriously and do something positive about it.",Unknown,110,4.0,Roberto,110.0,252.0,nan
09-Jan-2022 04:12AM,"RT @poorscousertom: When do we move on mass? 173,000 deaths, Brexit remains a disaster of epic proportions, Inflation at record highs, universal credit cut, fuel prices about to go up by 50%. Serious fraud being committed by multiple Tory MPs.",United Kingdom,5312,7.0,💙ewa 🇪🇺 #FBPE #FBPA #FBPPR 🕷 #RejoinEU,5312.0,5834.0,England
18-Feb-2022 08:49AM,"RT @chrisgreybrexit: Mugged by reality. New post on my Brexit&Beyond Blog. As Brexiters demand concrete results, their slogans get exposed by reality. With discussion of financial services, gene editing, CE marks, alcohol duties, 'making Brexit work', & lashings of Rees-Mogg: https://t.co/urVFw9lxWI",United States,1887,6.0,Richard Sweeney #FBPE,1887.0,2468.0,Connecticut
28-Jan-2022 07:07PM,"RT @Iancoll94354676: Even the BBC are covering the Brexit jams now, #BrexitDisaster #JohnsonOut3 #JohnsonTheCorruptPM #FollowbackFriday https://t.co/Q5c9GcU0QE",United Kingdom,1013,5.0,Pete Gardner,1013.0,1888.0,England
26-Jan-2022 10:49PM,"RT @acgrayling: QT @securetrans: How can anyone watch this & not say Brexit is a huge, huge mistake. ; @vanmaneuro One of my vans just coming out of Dover a minute ago. https://t.co/bmrJM3u7U2",United Kingdom,1001,5.0,Pete Gardner,1001.0,1871.0,England
02-Mar-2022 10:13PM,"RT @PeterStefanovi2: Is there a Conservative MP, just one, who will condemn the Prime Ministers rampant lying in Parliament? ; Boris Johnson just told MP’s the UK has taken more refugees since 2015 then any other country in Europe NOT TRUE - Germany took in more refugees in a single year (2019) than the UK did in the six years from 2015 to 2020 THIS RELENTLESS LYING HAS TO STOP https://t.co/TgrRtOTQtj",United Kingdom,758,5.0,"🇪🇺🇬🇧 Wear a mask, its not over yet.💙 #FBPE",758.0,1123.0,England
19-Jan-2022 11:38AM,"RT @JenniferMerode: And the trend to call everything, 'the European way of life' is getting really out of hand. There may be universities outside the European Union. https://t.co/xLkXKIhK6V",United Kingdom,4548,7.0,Free at Last,4548.0,4996.0,England
09-Jan-2022 09:05AM,RT @BarrySheerman: Just look at the Covid death toll in the UK & compare it with other countries in Europe & ask yourself where did we go wrong?,United Kingdom,2420,6.0,Rightwing politics is a social virus #BLM 🇵🇸🌈,2420.0,4953.0,nan
26-Jan-2022 02:35PM,"QT @RollsRoyce: Brexiteers...Rolls Royce's 'Spirit of Innovation' is the fastest electric plane...I don't know why, but at certain angles, it reminds me of the glorious Supermarine Spitfire with the magnificent 27 litre Rolls Royce Merlin engine. ; It’s official! Our ‘spirit of Innovation’ breaks the speed record & becomes the world’s fastest all-electric vehicle. Setting 2 new world records which have now been independently confirmed. https://t.co/wQpdmKBojd @UKAeroInstitute @beisgovuk @YASAMotors @Electroflight #ACCEL https://t.co/DGK3YRLbhL",Unknown,19275,8.0,Peter Jeffries #IsleofWight,19275.0,19354.0,nan
08-Feb-2022 01:44PM,"@GBNEWS 2 True Brexiteers ? @Jacob_Rees_Mogg @SteveBarclay 🤔 In time we will find out! You have 2 years gentleman!, 👀 with seasonal scrutiny! #Brexit 👀 Best of luck! 🇬🇧 But not this! Bad Form!🤬👇👇👇 https://t.co/k1202MDrTe",Unknown,943,5.0,Ady B,943.0,1690.0,nan
09-Feb-2022 06:33AM,Ah. A dose of reality at last. BREXIT is sheer stupidity.🇪🇺🇪🇺🇪🇺 https://t.co/vhPNoANKwp,United Kingdom,685,5.0,mel west,685.0,816.0,Scotland
01-Mar-2022 06:42PM,RT @7nestingwrens: @davidyelland We don't need to be in the EU to play our part in world affairs. After all we managed for centuries okay on our own,United Kingdom,4228,7.0,Simon Nicklin,4228.0,4996.0,England
31-Mar-2022 03:54PM,RT @CarlosTF50: I hope you voted yes if there were a referendum tomorrow in the UK to rejoin the EU. We're still waiting for you with open arms. #rejointheEU #BrexitReality,Unknown,5267,7.0,Terence Phayre Knott MC,5267.0,5797.0,nan
30-Mar-2022 07:06PM,@LBC @mrjamesob Poor old Jimmy O'Goebbels... Still taking it badly Bojo rammed brexit up his hairy arse but he still manages to talk out of it. But it doesn't show much. Only as much as boils once showed you had The Plague.,Unknown,0,,James O'Goebbels,,1.0,nan
09-Jan-2022 06:50PM,"QT @whitford747: Whatever went wrong? asks Karl Turner, LABOUR MP comparing 2 headlines. What went wrong was your constituency elected someone with shit for brains, Karl. But all the clods on the Opposition benches are the same, & so are most of those sitting on the govt front bench. HoC water? ; These two articles are 5 years apart, the 2nd one nothing to do with Brexit but after a two year world wide pandemic with all the associated problems inc energy. It highlights the low level of debate emanating from politicians in general. Propaganda appears to be the new normal.",United Kingdom,1062,6.0,100%4Animals,1062.0,1794.0,England
13-Feb-2022 04:10PM,"RT @benhabib6: If true, ⁦@trussliz⁩ latest concession to the EU, to accept limited customs checks for goods from GB destined for use in Northern Ireland is a disaster. It would sound the death knell for the union of Great Britain and Northern Ireland 👇🏼👇🏼👇🏼 https://t.co/3tEuP19uFa",Unknown,771,5.0,Disheartened But Determined💙😷,771.0,938.0,nan
20-Feb-2022 03:21PM,Brexiteers...for all us dedicated Petrolheads out there...our calls have been answered by Toyota and Yamaha. A hydrogen-powered V8. This will lead to many other engines that we can all use 😁 https://t.co/dOhCgRxvvD,Unknown,19630,8.0,Peter Jeffries #IsleofWight,19630.0,19530.0,nan
02-Mar-2022 03:18PM,RT @SamRamani2: BREAKING: Russia's largest lender Sberbank is withdrawing from the European markets,Unknown,892,5.0,Damian McGenity,892.0,1266.0,nan
04-Mar-2022 08:01AM,RT @rodbishop15: The EU gets 40% of its gas from Russia. The U.K. gets 3%. Just exactly who is propping up Putins war machine? #sanctions #FranceandGermany,United Kingdom,4614,7.0,Christina D 🇬🇧 No longer shadow banned😛,4614.0,3587.0,nan
02-Jan-2022 08:45AM,"RT @Femi_Sorry: I can't stress this enough: The government frames Covid restrictions as a binary issue between Lockdown and Back-to-Normal, because that lets them off the hook for not being better on everything in between, like masks, ventilation & testing. STOP LETTING THEM BREXIT YOU!",United Kingdom,823,5.0,Charlie #FBPE,823.0,1993.0,England
14-Mar-2022 02:26PM,RT @fredsirieix1: Where did the money come from? Who (really) benefits from #brexit ?,Unknown,171,4.0,Christine Ronaldson 🇺🇦,171.0,349.0,nan
25-Mar-2022 12:02AM,"QT @MACDONALDO67: It is going to pay for BORIS..war in the UKRAINE, and refugees without end going in 4-star hotels and then for the rest of their lives they claim benefits from DOVER/AFGHANISTAN.400 MILLION for the ungrateful cow from IRAN on and on Infinitum of his pet projects. ; Raising the National Insurance to pay for the NHS. What happened to the money from Brexit?",Unknown,15606,8.0,English Flowers,15606.0,14569.0,nan
06-Feb-2022 05:46PM,"RT @MrYesWeCan: QT @Redpeter99: Brexiters did want to turn the clocks back… ; Those of us around in the late 80s will recall inflation, sky high mortgages, the poll tax and frozen Child Benefit. Today feels eerily similar. The financial shitstorm in April will be dreadful for many.",Unknown,1332,6.0,2GSD'S,1332.0,1799.0,nan
10-Feb-2022 08:05AM,RT @FaleroJr: @WenMaMa2 @Ecomemory1 @Chloe4Djt @PAYthe_PIPER @Im__Ken @DeplorableTcher @TJLakers01 @Bree1914 @PoAmKa @emma6USA @thetonyclifton1 @mil_vet17 @TheyCallMeDoc1 @keith0sta @Pgh_Buz @bdonesem @twnkltwinkle @rebarbill @ERIC_1A @imika64 @TimCamp03 @SportyScottie @sammy_underwood @8_27J @john4DJT @try2b2 @DFBHarvard @Dbargen @toypilaNews @AppSame @TheGrayRider @eva_girl4 @RnkStr4 @TSH2_ @st22r @KirolosSam @brexit_blue @Carmeli33392291 @satansradio666 @JDugudichi Thank you my darling Sis Wen @WenMaMa2 for the mention 🇺🇸 #GodBlessAmerica #GodMakeAmericaABetterWorld https://t.co/ekPoPtu5k3,United Kingdom,16310,8.0,Gordon,16310.0,16610.0,England
14-Jan-2022 11:15AM,"RT @LesleyRiddoch: 'Johnson is in trouble over integrity & standards in public life, which... don’t necessarily have the same purchase among colleagues' as Theresa May 'going soft on Brexit.' Telling Tory MP remark on the difficulty of removing Boris even tho voters want him gone. Parcel of rogues.",United Kingdom,1743,6.0,Fiona Sutherland🕷🏴󠁧󠁢󠁳󠁣󠁴󠁿🇪🇺🐈‍⬛,1743.0,2353.0,Scotland
26-Mar-2022 12:12PM,@hairychesters @BorisJohnson Well that’s the Ukraine totally in the shit if they are relying on Sleepy Joe and an EU block that is actively funding Putin Im in Poland having brought out aid and the French and Germans are not popular here. It’s the UK that seen as the leader.,United Kingdom,1031,6.0,Paul 🇬🇧🇺🇸,1031.0,963.0,England
11-Jan-2022 05:22PM,RT @geoffreyMyers1: @anthea_bailey #RuthDavidson never a @BorisJohnson fan never a #Brexit fan and now allowing herself to be used against both https://t.co/yO5XVvOmQr,Unknown,3126,6.0,OnlyME🏴󠁧󠁢󠁥󠁮󠁧󠁿🇬🇧🐕🐈‍🐴🦁🎖,3126.0,4996.0,nan
23-Mar-2022 04:28PM,"RT @StevePeers: Profoundly false claim by Johnson. The EU directive set only minimum standards, so the UK could have legislated for higher levels of worker protection. ; Johnson: The law that P&O are allegedly relying on was introduced as a result of EU directives... He [Starmer] would have kept us unable to change it... He would have made it impossible to protect UK employees. Ireland & Spain banned fire & rehire. Both are in the EU. #PMQs https://t.co/8MkPofta8o",Unknown,423,5.0,Welshlass2,423.0,822.0,nan
15-Feb-2022 11:46AM,"QT @acgrayling: He's escaped again!! ; Most Brits would rejoin EU if new vote held, survey shows – https://t.co/UdfEBtg2DN https://t.co/a0fE93qJHy",United States,4291,7.0,jean moore #BORIS supporter,4291.0,4873.0,Pennsylvania
31-Mar-2022 09:28PM,"QT @ParisDaguerre: #JohnsonOut66 #ToriesUnfitToGovern #RussiaReport #RussianAsset #StopPutin #Ukraine #PutinEnablers #BrexitPutinEnablers ; Zahawi on Marr says he doesn’t wear a mask but washes his hands regularly, because he shakes peoples hands a lot. A cabinet minister who has no idea about the mode of transmission of covid. I am speechless.",United Kingdom,2107,6.0,Linda Sgoluppi 🕷,2107.0,2092.0,England
25-Feb-2022 05:18PM,"RT @NaomiOhReally: The EU is moving to freeze the assets of Vladimir Putin and his foreign minister Sergei Lavrov. Fresh sanctions (third package this week) now in the works, with SWIFT under discussion, @simoncoveney says. https://t.co/3FVtH4FU9n",Unknown,94,4.0,Mark Lawrence,94.0,54.0,nan
08-Mar-2022 10:32AM,"RT @chunky518: QT @GBNEWS: Here here The EU have a lot to answer for ; 'We have been lectured by the EU about going green, and what have they been doing? They've been making themselves 40% dependent on Russian gas' Michael Portillo warns the Conservative party against chasing green votes in metropolitan London where they have few seats. https://t.co/gjxE3iM9us",United States,4185,7.0,Of the forest,4185.0,3845.0,Connecticut
16-Mar-2022 07:07PM,RT @Mike_Fabricant: Global Soft Power Index just out: #UK second only to the #US in the world. A rise since #Brexit #GlobalBritain https://t.co/DT1lir9NPm,Unknown,6434,7.0,Alexander Hall,6434.0,3092.0,nan
09-Feb-2022 01:24PM,"RT @13sarahmurphy: What poetic justice. Rees-Mogg’s first day as Minister for Brexit Opportunities & Govt Efficiency (hahaha)… and the public accounts committee reports that all Brexit has done is increase costs, queues and red tape. Isn’t reality a bastard? Off your lolling arse lad. Work to do.",United Kingdom,146,4.0,RaeRubyRae,146.0,2143.0,nan
31-Jan-2022 09:43PM,"RT @euromove: The fabled Sue Grey report is out, and the message is clear. Join the European movement, and help us expose this government's Brexit lies.",Unknown,2096,6.0,Adam Goldman #FBPE #FBPA #FBPPR 💙,2096.0,1848.0,nan
15-Jan-2022 07:40AM,"RT @Mike_Fabricant: I think that the hatred of #Boris is not just that he delivered #Brexit but driven by the very real fear that he could deliver the next General Election too…….. ; I have had 31 identical emails from different people calling for Boris to resign and about 20 more from constituents with the same call but in their own words. Far fewer than most campaigns and that’s out of 76,000+ voters. Nevertheless I read all letters/emails carefully.",United Kingdom,2695,6.0,Martin Wareham,2695.0,2624.0,nan
03-Jan-2022 10:51AM,"RT @DeborahMeaden: And as a Obama told us straight… we would be “ way down on the list” of Trade deals. We are, and we won’t like the terms but, we will agree to them. Sound familiar? ; Because the EU is a huge and important trading bloc…",United Kingdom,34,2.0,Sophie Rebekah,34.0,444.0,England
28-Feb-2022 02:15PM,QT @amsardar: Yes I am and would vote Leave again. ; @margaretandfred @DanielaNadj Proud Brexiter🙄,United Kingdom,1070,6.0,Margaret 🇬🇧🏴󠁧󠁢󠁥󠁮󠁧󠁿 No DMs,1070.0,910.0,England
11-Jan-2022 05:44AM,@Stilllearning90 @resiguru @andrewsibley15 @BorderJasper @Mindedmusically @1971JimboJ1 @Begentle50 @wanderer_bolton @IainColledge @The_Leaver @brianbloop2 @susan04071 @afewpoints @TerraOrBust @LeftBehindPoet @Swen_2017 @UndercoverDane @Nicoledso @MartinWesson3 @Roblev0 @David19531501 @EuOutta @fcukBrexit @Davidmetroland @thegrimbarian @GeorReader @AndrewGarside3 @Gazza41 @ShegorReador @condimentset @TheGhos72578902 @BrunoTheBridge @ConraddKonnrad @tit_twatter @denislewin2021 @from_hackney @RandyKite @Satoshi2k21 @LordOfFreedom2 @QuislingT @fan_vor @Peter14306722 @LabLostHeHe @BlamesJinds @Claesson_Kate @NewforestStock @AlabamaHoshea @JamesNathan_333 @JohnRya13591294 @HWick_Chris What? Reading? No not really. 🙄,Unknown,14134,8.0,Andrew Knight 🇪🇺🇩🇪🇬🇧🇦🇺,14134.0,13064.0,nan
17-Mar-2022 03:16PM,"RT @irreductible_Em: Sorry, what was the point of #Brexit again ?",Unknown,5422,7.0,virgil one #FBPE #GTTO,5422.0,5518.0,nan
29-Jan-2022 10:16AM,RT @Kent_Online: An MP on a fact-finding mission to Kent regarding post-Brexit lorry chaos learned about the impact first-hand when he stepped in human poo in a layby. That and more from @PaulOnPolitics here... https://t.co/AWdhT9V6sG,United Kingdom,6832,7.0,Jason Sterling,6832.0,7008.0,England
19-Feb-2022 11:13PM,"RT @oflynnsocial: Nearly everyone knows that most Lab MPs want to rejoin the EU. Electing more Lab MPs means putting more wind in the sails of the Rejoin movement. Let's not do that. ; NEW: Stella Creasy appointed chair of Labour Movement for Europe, calling on her party to offer a Labour government unafraid to fight for their future within Europe, not outside it: https://t.co/xsth1jjYeu",United Kingdom,105,3.0,Redrum Shergar,105.0,133.0,England
05-Feb-2022 07:04PM,RT @NoIAmTonyGreen: @OliverDowden Hmm let's see. You've delivered tens of thousands of unnecessary deaths. You've delivered tens of billions in fraudulent and corrupt payments to your mates. You've delivered a massive Brexit Cut to the UK economy. And that is literally all you've done.,Unknown,1878,6.0,GMP 💊🌑🙇‍♀️🤦‍♀️🕷🇪🇺🙂🤬💙,1878.0,2335.0,nan
23-Mar-2022 09:25AM,"RT @13sarahmurphy: I realise Brexit is now off limits in most media reporting, but we have a a Brexit zealot as Chancellor who would not consider Treasury analysis on the *huge* financial hit of his ideology, making up budgets to con voters that now, in a crisis, he can make it add up. He can’t.",Unknown,18039,8.0,London Tim 🇺🇦#FBPE 🇬🇧🇪🇺🇲🇺🇵🇱🔸️,18039.0,17499.0,nan
26-Feb-2022 12:31AM,RT @Iancoll94354676: Was watching Russians interviewed in Russia about the situation and there were Putin loyalists who had swallowed his mad lies and weren’t going to be moved. The similarity with Brexiters who believe mad stuff and won’t be moved is striking.,Unknown,5852,7.0,Laura Phelan,5852.0,5995.0,nan
16-Feb-2022 05:10PM,RT @Femi_Sorry: #BrexitDisaster https://t.co/0jw6hGs7cc,United Kingdom,1238,6.0,Paul de Souza 🇬🇧🇪🇺🏁,1238.0,4859.0,England
29-Mar-2022 06:17PM,"@Brexit_Refugee @tomhumbug @Edwards72Sue @johnandi @theMattachines @jfranklynh I chose a side in 17 and 19, despite having huge reservations about Corbyn. I voted Labour.",United Kingdom,692,5.0,Joel 🇪🇺,692.0,1166.0,England
26-Feb-2022 08:01AM,"@JavierBlas Germans : Fuck Ukraine as we will be warm. However, we respect sanctions and we stand together. By the way SWIFT is not the answer. EU shows its hand and it does not have one voice. Shame on countries who don't step up due to connections and the I'm all right jack attitude",Poland,196,4.0,Dean Horner,196.0,194.0,nan
12-Jan-2022 11:38PM,RT @DylanDo28751461: @RealDidierUK @LadyJules_Tweet @BorisSupporting @BorisJohnson Exactly. This is all about remainers wanting to rejoin the EU. They won’t achieve that while Boris is PM. We need to #BackBoris,United Kingdom,4547,7.0,Free at Last,4547.0,4997.0,England
14-Feb-2022 10:33PM,The “brexit wins” will mainly go to the brexit opportunities Minister Who knew? Any comment @Jacob_Rees_Mogg ? #BrexitHasFailed #JohnsonOut21 https://t.co/P9cxm46x6w,Unknown,12508,7.0,European Unity #FBPE #RejoinEU 🇪🇺💙 #JohnsonOut,12508.0,12886.0,nan
20-Feb-2022 08:22AM,"RT @DaveKeating: Former British diplomat Alexandra Hall Hall, former #Brexit advisor in DC who resigned saying she could no longer peddle lies for 🇬🇧 government: It wasn't the vote to leave 🇪🇺, it was the wilful shameful naked lying about the consequences of that choice https://t.co/yVjPopztgD",United Kingdom,5464,7.0,💙ewa 🇪🇺 #FBPE #FBPA #FBPPR 🕷 #RejoinEU,5464.0,5982.0,England
01-Jan-2022 10:40AM,@excell5 @OneMoreGoodMan It sounds better than OOTLXIOE (Order of tiny little xenophobic island off Europe),United Kingdom,1290,6.0,kappacino 💙 FBPE #GTTO,1290.0,1934.0,England
18-Feb-2022 09:32AM,"@SimonDunbavand Words have little meaning. Ask Austrians, Greeks, Italians and Germans what human rights means. #ForcedInjection #EU",Unknown,506,5.0,WilliamCobbett,506.0,1178.0,nan
21-Jan-2022 11:09PM,"RT @snicklin1: Boris Johnson’s removal would be a chance to reconsider Brexit, says Heseltine https://t.co/7jdllOC47x The desperation of these Remainers knows no bounds!!",Unknown,283,4.0,Dawne_23,283.0,889.0,nan
10-Mar-2022 08:54PM,@hughlaurie @GaryMcleft @Arron_banks Europhile middle class celebrity luvvies simply don’t reflect the views of millions of patriotic (and predominantly working class) Brexit voters. 17.4 million people voted for Brexit. Many celebrity luvvies view those millions of Brexit voters with contempt.,Unknown,438,5.0,British Gentleman,438.0,456.0,nan
15-Feb-2022 08:46AM,@KEdge23 @SinfinPartyBoys And in charge (thank goodness) with a potential serous instability in Europe.,United Kingdom,1330,6.0,Mary Michaels,1330.0,1479.0,nan
31-Jan-2022 11:50PM,RT @1BlueMessiah: @christopherhope He's right. It's all because of butt hurt remainers. The media are working hard on their behalf but the Tory party will be done for if they stitch Johson up. The 80 seat majority was for Johnson and Brexit. They would do well to remember that.,United Kingdom,4901,7.0,nicola copping,4901.0,4541.0,England
13-Feb-2022 07:56AM,"RT @GerryBridgett: @jonniegg The EU was always the back up if Germany lost WW II. The text of what became the Maastricht Treaty was written in 1942 to cover that eventuality Adolf Heusinger, Hitler’s Chief of Staff, went on to become NATO Commander. If one was Russian would one want NATO at the front door!",Unknown,10638,8.0,Jo #NoVaccinePassports #Together,10638.0,7131.0,nan
18-Feb-2022 01:30AM,RT @SimpletonOf: @derekwinton It makes perfect sense. Masks signify an unquestioning acceptance of rules and authority. You do what you are told for the greater good and outsource any thinking required to others. That's what EU membership is all about.,United Kingdom,1590,6.0,Mark Allatt,1590.0,3307.0,nan
10-Feb-2022 07:22AM,"@LoveRocksLondon @NealOKelly @Femi_Sorry The EU was our fastest declining market, The ROW was our fastest growing market and one with the scope to grow bigger very quickly. It's not rocket science to pick which one is most important.",United Kingdom,6624,7.0,Mark my Words.,6624.0,7221.0,nan
26-Feb-2022 08:42AM,I am proud I voted for #brexit - 🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧🇬🇧,United Kingdom,4591,7.0,Jack Barbour 🇬🇧,4591.0,4897.0,nan
28-Feb-2022 05:50PM,RT @disclosetv: JUST IN - Ukraine's president Zelensky signs EU membership application at a desk with indoor barricades behind him. https://t.co/5x5yXmIejq,United Kingdom,5821,7.0,Denise M.,5821.0,6353.0,England
26-Jan-2022 01:55PM,"RT @jaycee1001: France now has 93% of Fishing Licences for UK waters. They insist on having MORE. Liz Truss says a deal can be done. What, 100%?? Do YOU think Johnson got Brexit done?",Unknown,4371,7.0,Rosalind Pay,4371.0,2713.0,nan
02-Feb-2022 12:08PM,RT @chggenerations: Johnson’s ‘Brexit freedoms bill’ won’t set us free. But it will reward his supporters | George Monbiot https://t.co/3TAb7ziZUw,United Kingdom,3594,7.0,Anarchon 🇪🇺 🇬🇧 🇪🇺 🕯 🐝💙,3594.0,4710.0,England
02-Mar-2022 07:32PM,"RT @HollieTheCard: Keir Starmer raises issues at #PMQs over Russians living the good life in London. May I remind him that it was during the Labour, Blaire/Brown era that Russians & any filthy or recently cleaned lucre got a free pass through immigration & customs. Everyone seemed to benefit 🤫",United Kingdom,496,5.0,7rose7,496.0,476.0,England
16-Jan-2022 12:28PM,"RT @DrPhillipLee: It’s now clear Brexit was secured by lies made by proven liars manipulating people to believe it was in the national interest. How long until enough people accept they were done over by a posh, unpatriotic clique? How long until an opposition party has the courage to reverse it?",Unknown,2321,6.0,john exley,2321.0,4988.0,nan
15-Feb-2022 11:54AM,QT @SimonPikkins1: #johns ; 6 years on from the promised benefits of brexit and we are reduced to asking Sun readers for answers on a postcard.,United Kingdom,975,5.0,Charlie #FBPE,975.0,2365.0,England
12-Mar-2022 09:34AM,RT @AdamJSchwarz: Tominey: “How has the EU proposed to reduce its 40 per cent dependency? It has advised anyone wanting to heat their home without needing to remortgage it to turn down their thermostats by one degree celsius.” The EU did not advise this. It was the International Energy Agency.,Unknown,3817,7.0,Tim Sutton 🇪🇺 #FBPE,3817.0,4923.0,nan
18-Mar-2022 09:08AM,@uk_domain_names BREXIT,United Kingdom,103,3.0,SandyH,103.0,194.0,England
25-Feb-2022 07:47PM,"RT @Coastguard: Deeply unsettling. 27 EU leaders got together in the night to approve their response to Russia, while UK Cabinet sat in No10 in perfect isolation. We need to be back in the room. If you're like minded: #FollowBackFriday",United States,401,5.0,sandra rowan,401.0,717.0,Virginia
12-Mar-2022 09:19AM,RT @TonyHumphreys2: @GBNEWS The new voice of the EU to make himself look important before elections,United Kingdom,24725,8.0,Canibalalien 🇬🇧🇺🇸🇮🇱🏴󠁧󠁢󠁳󠁣🏴󠁧󠁢󠁷󠁬󠁳󠁿,24725.0,26261.0,England
29-Jan-2022 10:34PM,"QT @Mikey1732: https://t.co/XgzEI1VG2Y ; Labour love to call Boris a liar, which is a bit rich from the party that said they would respect the referendum result. But then put all their effort into trying to overturn the result. Boris saved Brexit, Labour wanted to stop it. #BackBoris #NeverLabour",Unknown,6668,7.0,SIR mexico1978RS 🇬🇧 🇮🇱👍,6668.0,7318.0,nan
26-Jan-2022 05:08AM,QT @Femi_Sorry: Very much this!! ; They voted to support MP bribery. They partied while your nan died on Zoom. They gave your taxes to their mates then cut universal credit. They delivered more death than anywhere in Europe. They mis-sold Brexit. They're now under criminal investigation. DON'T VOTE FOR THEM AGAIN https://t.co/ZZw9hJ0DBM,United Kingdom,1847,5.0,Marcus TN 🇪🇺🇸🇪🇬🇧🏳️‍🌈,1847.0,1862.0,England
16-Jan-2022 08:04AM,I've been saying this for almost 2 years now. People didn't vote for Boris Johnson in 2019. People didn't vote for #Conservatives or their policies in 2019. People voted to get #Brexit done. Tories are out on their arse now. They barely survived in 2015.,United Kingdom,2860,6.0,PoliticsForMuppets🐸🐷,2860.0,3820.0,England
